;clarity;color;colorINT;ClarityINT;carat;depth;table;price;x;y;z;cutINT;cut;Colors;ColorsNum;Clarities;ClaritiesNum
294;VS2;G;4;6;0.72;61.9;58;2797;5.72;5.75;3.55;4;Ideal;;;;
295;VS1;H;5;5;0.74;61.8;58;2797;5.77;5.81;3.58;4;Ideal;;;;
296;VS1;H;5;5;0.74;61.6;56;2797;5.81;5.82;3.58;4;Ideal;;;;
297;VVS1;G;4;3;0.7;58.8;66;2797;5.81;05.9;3.44;0;Fair;;;;
298;SI2;F;3;8;0.8;61;57;2797;06.3;06.1;3.67;3;Premium;;;;
299;SI2;E;2;8;01.1;67.4;60;2797;6.19;06.5;4.13;0;Fair;;;;
300;VS2;H;5;6;0.8;63.4;60;2797;5.92;5.82;3.72;2;Very Good;;;;
301;VS1;I;6;5;0.77;61.5;59;2798;5.87;5.91;3.62;4;Ideal;;;;
302;SI2;E;2;8;0.83;58;62;2799;6.19;6.25;3.61;2;Very Good;;;;
303;SI2;F;3;8;0.82;62.4;54;2799;5.97;06.2;3.74;4;Ideal;;;;
304;SI1;D;1;7;0.78;61.9;57;2799;5.91;5.86;3.64;4;Ideal;;;;
305;IF;G;4;2;0.6;61.6;56;2800;5.43;5.46;3.35;2;Very Good;;;;
306;SI2;I;6;8;0.9;62.2;59;2800;06.7;06.11;3.79;1;Good;;;;
307;VS1;E;2;5;0.7;62.2;58;2800;05.6;5.66;03.5;3;Premium;;;;
308;SI2;I;6;8;0.9;61.3;56;2800;6.17;6.23;03.8;2;Very Good;;;;
309;SI1;G;4;7;0.83;62.3;57;2800;5.99;06.8;3.76;4;Ideal;;;;
310;SI1;G;4;7;0.83;61.8;57;2800;06.3;06.7;3.74;4;Ideal;;;;
311;SI1;H;5;7;0.83;62.5;59;2800;5.95;06.2;3.74;2;Very Good;;;;
312;VS1;G;4;5;0.74;62.9;60;2800;5.74;5.68;3.59;3;Premium;;;;
313;VS1;I;6;5;0.79;61.8;59;2800;5.92;5.95;3.67;4;Ideal;;;;
314;IF;G;4;2;0.61;62.3;56;2800;5.43;5.45;3.39;4;Ideal;;;;
315;VS1;G;4;5;0.76;59;70;2800;5.89;05.8;3.46;0;Fair;;;;
316;I1;F;3;9;0.96;60.7;55;2801;6.37;6.41;3.88;4;Ideal;;;;
317;VS2;F;3;6;0.73;62.5;55;2801;05.8;5.76;3.61;4;Ideal;;;;
318;VS2;F;3;6;0.73;62.7;58;2801;5.76;05.7;3.59;3;Premium;;;;
319;SI1;H;5;7;0.75;60.4;57;2801;5.93;5.96;3.59;4;Ideal;;;;
320;VS2;F;3;6;0.71;62.1;58;2801;05.7;5.67;3.53;3;Premium;;;;
321;VS2;F;3;6;0.71;57.8;60;2801;05.9;5.87;03.4;1;Good;;;;
322;VS2;F;3;6;0.71;63.8;58;2801;5.64;5.61;3.59;1;Good;;;;
323;VS2;F;3;6;0.71;62.8;57;2801;5.69;5.64;3.56;3;Premium;;;;
324;I1;G;4;9;01.4;62.2;58;2801;6.46;6.41;4;3;Premium;;;;
325;SI2;J;7;8;1;62.3;58;2801;6.45;6.34;3.98;3;Premium;;;;
326;SI2;G;4;8;0.87;59.9;58;2802;6.19;6.23;3.72;2;Very Good;;;;
327;IF;F;3;2;0.53;61.9;54;2802;5.22;5.25;3.24;4;Ideal;;;;
328;VS2;E;2;6;0.72;63;55;2802;5.79;5.61;3.59;3;Premium;;;;
329;VS1;F;3;5;0.72;62.4;58;2802;5.83;05.7;03.6;3;Premium;;;;
330;VS2;F;3;6;0.7;62.9;58;2803;5.63;5.65;3.55;2;Very Good;;;;
331;SI1;E;2;7;0.74;63.5;56;2803;5.74;5.79;3.66;2;Very Good;;;;
332;VS2;G;4;6;0.71;61.3;56;2803;5.75;5.71;3.51;4;Ideal;;;;
333;SI1;E;2;7;0.73;60.6;54;2803;5.84;5.89;3.55;4;Ideal;;;;
334;VS1;G;4;5;0.7;65.1;58;2803;5.56;5.59;3.63;1;Good;;;;
335;VS2;F;3;6;0.71;62.6;58;2803;05.7;5.67;3.56;3;Premium;;;;
336;VS2;F;3;6;0.71;58;62;2803;5.85;5.81;3.38;3;Premium;;;;
337;VS1;G;4;5;0.71;62.4;61;2803;05.7;5.65;3.54;3;Premium;;;;
338;VS2;G;4;6;0.77;61.3;57;2803;5.93;5.88;3.62;3;Premium;;;;
339;VS2;G;4;6;0.71;59.9;60;2803;5.81;5.77;3.47;3;Premium;;;;
340;VS2;G;4;6;0.78;60.8;58;2803;06.3;5.95;3.64;3;Premium;;;;
341;VS1;G;4;5;0.71;63.5;55;2803;5.66;5.64;3.59;2;Very Good;;;;
342;SI2;D;1;8;0.91;62.2;57;2803;6.21;6.15;3.85;4;Ideal;;;;
343;VS2;E;2;6;0.71;63.8;58;2804;5.62;5.66;03.6;2;Very Good;;;;
344;VS2;E;2;6;0.71;64;57;2804;5.66;5.68;3.63;2;Very Good;;;;
345;SI2;E;2;8;0.8;62.5;56;2804;5.88;5.96;03.7;2;Very Good;;;;
346;SI1;D;1;7;0.7;62.3;58;2804;5.69;5.73;3.56;2;Very Good;;;;
347;VS1;F;3;5;0.72;61.7;57;2804;5.74;5.77;3.55;4;Ideal;;;;
348;VS1;F;3;5;0.72;62.2;58;2804;5.75;05.7;3.56;2;Very Good;;;;
349;VS2;H;5;6;0.82;61.5;56;2804;06.1;06.8;3.72;4;Ideal;;;;
350;SI1;D;1;7;0.7;61;59;2804;5.68;05.7;3.47;4;Ideal;;;;
351;SI1;D;1;7;0.72;62.2;56;2804;5.74;5.77;3.58;4;Ideal;;;;
352;SI1;D;1;7;0.72;61.5;54;2804;5.77;05.8;3.56;4;Ideal;;;;
353;SI1;I;6;7;0.9;67.3;59;2804;5.93;5.84;3.96;0;Fair;;;;
354;VS2;F;3;6;0.74;61.7;58;2805;5.85;5.78;3.59;3;Premium;;;;
355;VS2;F;3;6;0.74;61.9;56;2805;05.8;5.77;3.58;3;Premium;;;;
356;SI2;E;2;8;0.73;61.8;58;2805;5.77;5.81;3.58;4;Ideal;;;;
357;VVS1;E;2;3;0.57;58.7;66;2805;5.34;5.43;3.16;0;Fair;;;;
358;VS2;F;3;6;0.73;62.5;57;2805;5.75;05.7;3.58;3;Premium;;;;
359;VS2;G;4;6;0.72;62.8;56;2805;5.74;05.7;3.59;4;Ideal;;;;
360;VS2;F;3;6;0.74;61.1;68;2805;5.82;5.75;3.53;0;Fair;;;;
361;VS2;G;4;6;0.82;64;57;2805;5.92;5.89;3.78;1;Good;;;;
362;SI1;G;4;7;0.81;62.5;60;2806;5.89;5.94;3.69;2;Very Good;;;;
363;VVS1;H;5;3;0.75;60.6;58;2806;5.85;05.9;3.56;2;Very Good;;;;
364;SI1;F;3;7;0.7;61.6;55;2806;5.72;5.74;3.53;4;Ideal;;;;
365;VS1;F;3;5;0.71;62.2;58;2807;5.66;5.72;3.54;2;Very Good;;;;
366;VS1;F;3;5;0.71;60;57;2807;5.84;05.9;3.52;2;Very Good;;;;
367;SI2;J;7;8;0.93;61.9;57;2807;6.21;6.19;3.84;3;Premium;;;;
368;VS2;H;5;6;0.8;62.8;57;2808;5.87;5.91;03.7;2;Very Good;;;;
369;VS1;F;3;5;0.7;62;57;2808;5.64;5.71;3.52;2;Very Good;;;;
370;I1;G;4;9;1;66.4;59;2808;6.16;06.9;04.7;0;Fair;;;;
371;VS2;G;4;6;0.75;63.4;56;2808;5.78;5.74;3.65;2;Very Good;;;;
372;VVS2;E;2;4;0.58;60.9;56;2808;5.41;5.43;03.3;4;Ideal;;;;
373;SI1;D;1;7;0.73;63.1;57;2808;5.74;05.7;3.61;2;Very Good;;;;
374;SI1;F;3;7;0.81;63.1;59;2809;5.85;5.79;3.67;2;Very Good;;;;
375;SI2;D;1;8;0.81;59.2;57;2809;6.15;06.5;3.61;3;Premium;;;;
376;SI1;F;3;7;0.71;60.7;54;2809;5.84;05.8;3.53;3;Premium;;;;
377;I1;F;3;9;01.2;64.6;56;2809;6.73;6.66;4.33;0;Fair;;;;
378;VS1;F;3;5;0.7;61.8;56;2810;5.63;05.7;03.5;2;Very Good;;;;
379;VS1;F;3;5;0.7;59.9;60;2810;5.77;5.84;3.48;2;Very Good;;;;
380;SI2;D;1;8;0.74;61.7;55;2810;5.81;5.85;03.6;4;Ideal;;;;
381;VS1;F;3;5;0.7;62.8;61;2810;5.57;5.61;3.51;1;Good;;;;
382;SI1;G;4;7;0.8;62.7;57;2810;5.84;5.93;3.69;1;Good;;;;
383;SI1;F;3;7;0.75;63.4;58;2811;5.72;5.76;3.64;2;Very Good;;;;
384;SI1;D;1;7;0.83;63.5;54;2811;5.98;5.95;3.79;2;Very Good;;;;
385;VS2;J;7;6;1;65.7;59;2811;6.14;06.7;04.1;0;Fair;;;;
386;SI2;I;6;8;0.99;68.1;56;2811;6.21;06.6;4.18;0;Fair;;;;
387;VS1;G;4;5;0.7;63;60;2812;5.57;5.64;3.53;2;Very Good;;;;
388;VS2;F;3;6;0.7;59.5;58;2812;5.75;5.85;3.45;2;Very Good;;;;
389;SI1;E;2;7;0.7;63.5;59;2812;5.49;5.53;03.5;1;Good;;;;
390;VS2;F;3;6;0.7;61.7;58;2812;5.63;5.69;3.49;2;Very Good;;;;
391;SI1;I;6;7;0.32;62.7;58;554;4.37;4.34;2.73;3;Premium;;;;
392;SI1;I;6;7;0.32;62.8;58;554;4.39;4.34;2.74;3;Premium;;;;
393;SI1;I;6;7;0.32;62.4;57;554;4.37;4.35;2.72;4;Ideal;;;;
394;SI1;I;6;7;0.32;61;59;554;4.39;4.36;2.67;3;Premium;;;;
395;SI1;I;6;7;0.32;63.1;56;554;4.39;4.36;2.76;2;Very Good;;;;
396;SI1;I;6;7;0.32;60.7;57;554;4.47;4.42;02.7;4;Ideal;;;;
397;SI1;H;5;7;0.3;60.9;59;554;4.31;4.29;2.62;3;Premium;;;;
398;SI1;H;5;7;0.3;60.1;55;554;4.41;4.38;2.64;3;Premium;;;;
399;SI1;H;5;7;0.3;62.9;58;554;4.28;4.24;2.68;3;Premium;;;;
400;SI1;H;5;7;0.3;63.3;56;554;4.29;4.27;2.71;2;Very Good;;;;
401;SI1;H;5;7;0.3;63.8;55;554;4.26;04.2;02.7;1;Good;;;;
402;SI1;H;5;7;0.3;62.9;57;554;4.27;4.22;2.67;4;Ideal;;;;
403;SI1;H;5;7;0.3;63.4;60;554;4.25;4.23;2.69;2;Very Good;;;;
404;SI1;I;6;7;0.32;63.9;55;554;4.36;4.34;2.78;1;Good;;;;
405;SI2;H;5;8;0.33;61.4;56;554;4.85;4.79;2.95;4;Ideal;;;;
406;VS1;E;2;5;0.29;61.9;55;555;4.28;4.33;2.66;2;Very Good;;;;
407;VS1;E;2;5;0.29;62.4;55;555;04.2;4.25;2.63;2;Very Good;;;;
408;SI1;F;3;7;0.31;61.8;58;555;4.32;4.35;2.68;2;Very Good;;;;
409;VS2;H;5;6;0.34;61.5;56;555;4.47;04.5;2.76;4;Ideal;;;;
410;VS2;H;5;6;0.34;60.4;57;555;4.54;4.57;2.75;4;Ideal;;;;
411;VS1;I;6;5;0.34;61.8;55;555;4.48;4.52;2.78;4;Ideal;;;;
412;VS1;I;6;5;0.34;62;56;555;04.5;4.53;02.8;4;Ideal;;;;
413;VS1;G;4;5;0.3;62.3;56;555;4.29;4.31;2.68;4;Ideal;;;;
414;VS1;F;3;5;0.29;61.6;56;555;4.26;4.31;2.64;4;Ideal;;;;
415;SI1;G;4;7;0.35;60.6;56;555;4.56;4.58;2.77;4;Ideal;;;;
416;I1;E;2;9;0.43;58.4;62;555;4.94;5;02.9;2;Very Good;;;;
417;VS2;F;3;6;0.32;61.4;58;556;4.37;4.42;02.7;2;Very Good;;;;
418;VS2;I;6;6;0.36;61.9;56;556;4.54;4.57;2.82;4;Ideal;;;;
419;VS2;G;4;6;0.3;62;56;556;4.28;04.3;2.66;4;Ideal;;;;
420;VS1;E;2;5;0.26;61.5;57;556;04.9;04.12;2.52;4;Ideal;;;;
421;VS2;F;3;6;0.7;62.3;58;2812;5.64;5.72;3.54;2;Very Good;;;;
422;VS2;F;3;6;0.7;60.9;61;2812;5.66;5.71;3.46;2;Very Good;;;;
423;SI1;D;1;7;0.71;62.4;57;2812;5.69;5.72;3.56;4;Ideal;;;;
424;SI1;J;7;7;0.99;55;61;2812;6.72;6.67;3.68;0;Fair;;;;
425;VS2;E;2;6;0.73;58.6;60;2812;5.92;5.89;3.46;3;Premium;;;;
426;VVS1;F;3;3;0.51;62;57;2812;5.15;05.11;3.18;4;Ideal;;;;
427;SI2;G;4;8;0.91;59.8;58;2813;06.3;6.29;3.77;3;Premium;;;;
428;SI1;E;2;7;0.84;63.4;55;2813;6;5.95;3.79;2;Very Good;;;;
429;VS2;I;6;6;0.91;64.3;58;2813;06.9;06.5;03.9;1;Good;;;;
430;SI1;E;2;7;0.76;62.2;59;2814;5.86;5.81;3.63;3;Premium;;;;
431;SI1;E;2;7;0.76;61.7;57;2814;5.88;5.85;3.62;4;Ideal;;;;
432;SI1;E;2;7;0.75;61.1;59;2814;5.86;5.83;3.57;3;Premium;;;;
433;VVS1;D;1;3;0.55;61.5;56;2815;5.23;5.27;3.23;2;Very Good;;;;
434;SI2;F;3;8;0.76;58.5;62;2815;5.93;06.1;3.49;2;Very Good;;;;
435;VS1;G;4;5;0.74;61.7;58;2815;5.79;5.81;3.58;3;Premium;;;;
436;SI1;H;5;7;0.7;60.4;56;2815;5.75;5.81;3.49;4;Ideal;;;;
437;SI1;H;5;7;0.7;61.4;56;2815;05.7;5.76;3.52;4;Ideal;;;;
438;SI1;H;5;7;0.7;61.5;55;2815;5.73;5.79;3.54;4;Ideal;;;;
439;SI1;H;5;7;0.7;61.4;56;2815;5.72;5.77;3.53;4;Ideal;;;;
440;VS2;J;7;6;0.9;65;56;2815;06.8;06.4;3.94;0;Fair;;;;
441;SI2;F;3;8;0.95;56;60;2815;6.62;6.53;3.68;0;Fair;;;;
442;SI2;H;5;8;0.89;60.2;59;2815;6.26;6.23;3.76;3;Premium;;;;
443;VS2;E;2;6;0.72;58.3;58;2815;5.99;5.92;3.47;3;Premium;;;;
444;SI2;E;2;8;0.96;53.1;63;2815;6.73;6.65;3.55;0;Fair;;;;
445;I1;G;4;9;01.2;60.3;58;2815;6.55;06.5;3.94;3;Premium;;;;
446;VVS2;I;6;4;0.78;61.4;56;2816;5.91;5.95;3.64;2;Very Good;;;;
447;VVS2;G;4;4;0.61;60.1;57;2816;5.52;5.54;3.32;4;Ideal;;;;
448;VS1;D;1;5;0.71;63.4;55;2816;5.61;5.69;3.58;1;Good;;;;
449;SI1;F;3;7;0.78;61.5;59;2816;5.96;5.88;3.64;3;Premium;;;;
450;SI2;H;5;8;0.87;62.7;56;2816;6.16;6.13;3.85;4;Ideal;;;;
451;SI1;H;5;7;0.83;62.5;55;2816;06.4;6;3.76;4;Ideal;;;;
452;SI1;E;2;7;0.71;61.3;56;2817;5.78;5.73;3.53;3;Premium;;;;
453;VVS2;I;6;4;0.71;60.2;56;2817;5.84;5.89;3.53;4;Ideal;;;;
454;VS2;E;2;6;0.71;62.7;57;2817;5.66;5.64;3.54;4;Ideal;;;;
455;VS2;E;2;6;0.71;62.3;58;2817;5.69;5.65;3.53;3;Premium;;;;
456;VVS2;F;3;4;0.63;61.5;56;2817;5.48;5.52;3.38;4;Ideal;;;;
457;SI1;E;2;7;0.71;59.2;59;2817;5.86;5.83;3.46;3;Premium;;;;
458;SI1;E;2;7;0.71;61.8;59;2817;5.75;05.7;3.54;3;Premium;;;;
459;SI1;E;2;7;0.71;61.3;55;2817;5.77;5.72;3.52;4;Ideal;;;;
460;SI1;E;2;7;0.71;61.4;58;2817;5.77;5.73;3.53;3;Premium;;;;
461;VS2;J;7;6;0.9;62.8;55;2817;06.2;6.16;3.88;4;Ideal;;;;
462;SI1;E;2;7;0.71;62.8;64;2817;05.6;5.54;03.5;1;Good;;;;
463;VS2;E;2;6;0.7;62.4;61;2818;5.66;5.63;3.52;3;Premium;;;;
464;VS2;E;2;6;0.7;59.3;60;2818;5.78;5.73;3.41;3;Premium;;;;
465;VS2;E;2;6;0.7;63;60;2818;5.64;05.6;3.54;3;Premium;;;;
466;I1;H;5;9;1;61.3;60;2818;6.43;6.39;3.93;3;Premium;;;;
467;SI2;F;3;8;0.86;59.3;62;2818;6.36;6.22;3.73;3;Premium;;;;
468;SI1;H;5;7;0.8;61;57;2818;06.7;6;3.68;4;Ideal;;;;
469;VS1;E;2;5;0.7;62.9;57;2818;5.66;5.61;3.54;4;Ideal;;;;
470;VS1;E;2;5;0.7;59.6;57;2818;5.91;5.83;03.5;3;Premium;;;;
471;VS2;F;3;6;0.7;61.8;60;2818;5.69;5.64;03.5;3;Premium;;;;
472;VS1;E;2;5;0.7;62.7;57;2818;5.68;5.64;3.55;3;Premium;;;;
473;SI2;H;5;8;1;65.3;62;2818;6.34;06.12;04.8;0;Fair;;;;
474;VS1;G;4;5;0.72;63.8;58;2819;5.64;5.68;3.61;2;Very Good;;;;
475;VS1;H;5;5;0.72;62.3;56;2819;5.73;5.77;3.58;4;Ideal;;;;
476;VS1;F;3;5;0.7;59.7;63;2819;5.76;5.79;3.45;1;Good;;;;
477;SI2;F;3;8;0.86;64.3;60;2819;5.97;5.95;3.83;1;Good;;;;
478;VS1;G;4;5;0.71;62.9;58;2820;5.66;5.69;3.57;4;Ideal;;;;
479;SI1;E;2;7;0.75;62;57;2821;05.8;5.78;3.59;4;Ideal;;;;
480;VS2;E;2;6;0.73;61.6;59;2821;5.77;5.73;3.54;3;Premium;;;;
481;VVS1;E;2;3;0.53;61.9;55;2821;05.2;5.21;3.22;4;Ideal;;;;
482;SI1;E;2;7;0.73;61.3;58;2821;5.83;5.76;3.55;3;Premium;;;;
483;SI1;E;2;7;0.73;63.6;57;2821;5.72;05.7;3.63;1;Good;;;;
484;SI1;E;2;7;0.73;59.6;61;2821;5.92;5.85;3.51;3;Premium;;;;
485;SI1;E;2;7;0.73;62.2;59;2821;5.77;5.68;3.56;3;Premium;;;;
486;SI1;D;1;7;0.73;61.7;55;2821;5.84;5.82;03.6;3;Premium;;;;
487;SI1;E;2;7;0.73;63.2;58;2821;5.76;05.7;3.62;2;Very Good;;;;
488;VS1;E;2;5;0.7;60.8;60;2822;5.74;5.71;3.48;3;Premium;;;;
489;VS2;E;2;6;0.72;60.3;59;2822;5.84;05.8;3.51;3;Premium;;;;
490;VS2;E;2;6;0.72;60.9;60;2822;05.8;5.76;3.52;3;Premium;;;;
491;VS2;E;2;6;0.72;62.4;59;2822;5.77;05.7;3.58;3;Premium;;;;
492;VS2;E;2;6;0.7;60.2;60;2822;5.73;05.7;3.44;3;Premium;;;;
493;VVS2;F;3;4;0.6;62;55;2822;5.37;05.4;3.34;4;Ideal;;;;
494;VVS1;I;6;3;0.74;60.8;57;2822;5.85;5.89;3.57;4;Ideal;;;;
495;SI1;F;3;7;0.73;62.1;55;2822;5.75;5.78;3.58;4;Ideal;;;;
496;SI1;D;1;7;0.71;62.7;60;2822;5.71;5.67;3.57;3;Premium;;;;
497;SI1;D;1;7;0.71;61.3;58;2822;5.75;5.73;3.52;3;Premium;;;;
498;SI1;D;1;7;0.7;60.2;60;2822;5.82;5.75;3.48;3;Premium;;;;
499;SI1;D;1;7;0.7;60.7;56;2822;5.75;5.72;3.48;4;Ideal;;;;
500;VS2;J;7;6;0.9;64;61;2822;06.4;06.3;3.86;1;Good;;;;
501;SI1;D;1;7;0.71;60.2;56;2822;5.86;5.83;3.52;4;Ideal;;;;
502;VS2;E;2;6;0.7;61.5;59;2822;5.73;5.68;3.51;3;Premium;;;;
503;VS2;E;2;6;0.7;62.6;56;2822;5.71;5.66;3.56;3;Premium;;;;
504;SI1;D;1;7;0.7;59.7;58;2822;5.82;5.77;3.46;4;Ideal;;;;
505;SI1;E;2;7;0.7;61.4;64;2822;5.71;5.66;3.49;1;Good;;;;
506;SI1;D;1;7;0.7;62.5;57;2822;5.62;5.59;3.51;4;Ideal;;;;
507;SI1;D;1;7;0.7;61.8;56;2822;5.73;5.63;3.51;4;Ideal;;;;
508;VS2;E;2;6;0.7;60.7;62;2822;5.72;5.68;3.46;3;Premium;;;;
509;VS2;F;3;6;0.7;60.6;58;2822;05.8;5.72;3.49;3;Premium;;;;
510;SI1;D;1;7;0.7;61.4;54;2822;5.75;5.71;3.52;4;Ideal;;;;
511;SI2;D;1;8;0.79;62.8;59;2823;5.86;05.9;3.69;2;Very Good;;;;
512;SI1;I;6;7;0.9;63.8;57;2823;06.6;6.13;3.89;1;Good;;;;
513;VS2;E;2;6;0.71;62.3;58;2823;5.71;5.66;3.54;3;Premium;;;;
514;VVS2;E;2;4;0.61;61.3;54;2823;5.51;5.59;03.4;4;Ideal;;;;
515;SI2;H;5;8;0.9;65.8;54;2823;06.5;5.98;3.96;0;Fair;;;;
516;SI1;E;2;7;0.71;60.5;56;2823;5.77;5.73;3.47;4;Ideal;;;;
517;VS2;D;1;6;0.71;61.2;59;2824;5.74;5.69;03.5;3;Premium;;;;
518;VVS2;I;6;4;0.77;62.1;57;2824;5.84;5.86;3.63;4;Ideal;;;;
519;VS1;E;2;5;0.74;63.1;58;2824;5.73;5.75;3.62;1;Good;;;;
520;SI2;F;3;8;0.82;62.4;54;2824;06.2;5.97;3.74;4;Ideal;;;;
521;SI2;E;2;8;0.82;60.8;60;2824;06.5;06.3;3.67;3;Premium;;;;
522;VS1;G;4;5;0.71;62.2;59;2825;5.73;5.66;3.54;3;Premium;;;;
523;SI1;H;5;7;0.83;60;59;2825;06.8;06.5;3.64;3;Premium;;;;
524;VS1;G;4;5;0.73;62;57;2825;5.75;05.8;3.58;2;Very Good;;;;
525;SI1;H;5;7;0.83;62.5;59;2825;06.2;5.95;3.74;3;Premium;;;;
526;I1;J;7;9;1.17;60.2;61;2825;06.9;6.83;4.13;3;Premium;;;;
527;SI2;H;5;8;0.91;61.3;67;2825;6.24;6.19;3.81;0;Fair;;;;
528;VS1;E;2;5;0.73;62.6;60;2826;5.75;5.68;3.58;3;Premium;;;;
529;VS1;E;2;5;0.7;57.2;59;2826;5.94;5.88;3.38;1;Good;;;;
530;SI2;I;6;8;0.9;62.2;59;2826;06.11;06.7;3.79;3;Premium;;;;
531;VS1;E;2;5;0.7;62.2;58;2826;5.66;05.6;03.5;3;Premium;;;;
532;VS2;D;1;6;0.7;63.3;56;2826;05.6;5.58;3.54;2;Very Good;;;;
533;VS1;E;2;5;0.7;59.4;61;2826;5.78;5.74;3.42;3;Premium;;;;
534;SI2;I;6;8;0.9;63.5;56;2826;6.17;06.7;3.88;2;Very Good;;;;
535;SI1;F;3;7;0.78;60.8;60;2826;5.97;5.94;3.62;3;Premium;;;;
536;I1;F;3;9;0.96;60.7;55;2826;6.41;6.37;3.88;4;Ideal;;;;
537;SI1;D;1;7;0.7;62.3;59;2827;5.67;05.7;3.54;2;Very Good;;;;
538;VS2;D;1;6;0.72;64;54;2827;5.68;05.7;3.64;1;Good;;;;
539;VVS2;H;5;4;0.79;62.6;58;2827;5.96;05.9;3.71;3;Premium;;;;
540;VVS1;H;5;3;0.7;61.6;57;2827;5.69;5.74;3.52;4;Ideal;;;;
541;VVS1;H;5;3;0.7;62.3;55;2827;5.66;05.7;3.54;4;Ideal;;;;
542;SI2;D;1;8;0.7;60.6;57;2828;5.74;5.77;3.49;4;Ideal;;;;
543;SI2;H;5;8;01.1;61.6;61;2828;6.39;6.31;3.91;3;Premium;;;;
544;VS1;F;3;5;0.72;62.2;58;2829;5.75;05.7;3.56;3;Premium;;;;
545;SI2;E;2;8;0.8;63.7;54;2829;5.91;5.87;3.75;1;Good;;;;
546;VVS1;E;2;3;0.59;62;56;2829;5.36;5.38;3.33;4;Ideal;;;;
547;VS1;F;3;5;0.72;61.7;57;2829;5.77;5.74;3.55;4;Ideal;;;;
548;SI2;E;2;8;0.75;61.9;57;2829;5.88;5.82;3.62;3;Premium;;;;
549;SI2;E;2;8;0.8;60.2;57;2829;06.5;06.1;3.63;3;Premium;;;;
550;VS2;E;2;6;0.71;62.7;59;2830;5.65;05.7;3.56;2;Very Good;;;;
551;SI1;H;5;7;0.77;61.7;56;2830;5.84;5.89;3.62;2;Very Good;;;;
552;I1;F;3;9;0.97;60.7;56;2830;6.41;6.43;03.9;4;Ideal;;;;
553;VVS1;F;3;3;0.53;60.9;57;2830;5.23;5.29;3.19;4;Ideal;;;;
554;VVS1;F;3;3;0.53;61.8;57;2830;5.16;5.19;03.2;4;Ideal;;;;
555;VS2;I;6;6;0.8;62.1;54.4;2830;5.94;5.99;03.7;4;Ideal;;;;
556;SI1;G;4;7;0.9;60.6;62;2830;6.21;6.13;3.74;3;Premium;;;;
557;SI2;E;2;8;0.76;60.8;60;2831;5.89;5.98;3.61;2;Very Good;;;;
558;SI1;E;2;7;0.72;62.3;57;2831;05.7;5.76;3.57;4;Ideal;;;;
559;SI1;E;2;7;0.75;61.4;57;2831;5.82;5.87;3.59;4;Ideal;;;;
560;SI1;E;2;7;0.72;62.1;58;2831;5.73;5.76;3.57;3;Premium;;;;
561;SI1;G;4;7;0.79;61.8;56;2831;5.93;5.91;3.66;4;Ideal;;;;
562;VS2;F;3;6;0.72;62.5;58;2832;5.71;5.75;3.58;2;Very Good;;;;
563;SI2;I;6;8;0.91;62.8;61;2832;6.15;6.18;3.87;2;Very Good;;;;
564;VVS2;G;4;4;0.71;62.1;57;2832;5.75;5.65;3.54;3;Premium;;;;
565;SI1;G;4;7;0.81;63;60;2832;5.87;5.81;3.68;3;Premium;;;;
566;SI1;H;5;7;0.82;62.5;57;2832;5.91;5.97;3.71;4;Ideal;;;;
567;VS1;F;3;5;0.71;62.2;58;2832;5.72;5.66;3.54;3;Premium;;;;
568;SI1;J;7;7;0.9;64.3;63;2832;06.5;06.1;3.88;1;Good;;;;
569;VS2;I;6;6;0.8;62;58;2833;5.86;5.95;3.66;2;Very Good;;;;
570;IF;E;2;2;0.56;61;59;2833;5.28;5.34;3.24;2;Very Good;;;;
571;VS2;D;1;6;0.7;59.6;61;2833;5.77;05.8;3.45;2;Very Good;;;;
572;VS2;D;1;6;0.7;61;57;2833;5.74;5.76;3.51;4;Ideal;;;;
573;VVS2;F;3;4;0.61;61.7;55;2833;5.45;5.48;3.37;4;Ideal;;;;
574;SI2;H;5;8;0.85;62.5;57;2833;06.2;06.7;3.78;4;Ideal;;;;
575;SI1;F;3;7;0.7;60.7;57;2833;5.73;5.75;3.49;4;Ideal;;;;
576;VS2;G;4;6;0.8;62.2;56;2834;5.94;5.87;3.67;4;Ideal;;;;
577;VS2;H;5;6;0.8;62.8;57;2834;5.91;5.87;03.7;4;Ideal;;;;
578;VVS1;D;1;3;0.51;59.9;58;2834;5.16;5.19;03.1;2;Very Good;;;;
579;VVS1;F;3;3;0.53;61.4;57;2834;05.2;5.23;03.2;4;Ideal;;;;
580;VS2;I;6;6;0.78;61.8;55;2834;5.92;5.95;3.67;4;Ideal;;;;
581;SI1;J;7;7;0.9;63.4;54;2834;6.17;6.14;03.9;2;Very Good;;;;
582;SI2;G;4;8;0.9;65.3;59;2834;06.7;6;3.94;0;Fair;;;;
583;SI2;E;2;8;0.77;60.7;55;2834;06.1;5.95;3.63;4;Ideal;;;;
584;VS1;F;3;5;0.73;61.2;56;2835;5.89;5.81;3.58;4;Ideal;;;;
585;VVS2;F;3;4;0.63;61.9;57;2835;5.47;5.51;03.4;4;Ideal;;;;
586;VS2;E;2;6;0.7;61.5;54;2835;05.7;5.75;3.52;4;Ideal;;;;
587;VS2;E;2;6;0.72;62.8;57;2835;5.71;5.73;3.59;4;Ideal;;;;
588;SI1;E;2;7;0.72;61;57;2835;5.78;05.8;3.53;4;Ideal;;;;
